-4.888409939206035948e-01,1.232478149548047908e+00,1.876408239661127020e+00
-4.667801410531751127e-01,1.251342131911170164e+00,1.898177507207764680e+00
-4.529913296014286828e-01,1.296014808905013416e+00,1.928809592632846126e+00
-5.465174811381459108e-01,1.185165897449587780e+00,1.820277641732379603e+00
-5.685141075308501879e-01,1.152853521378360391e+00,1.809830847251373331e+00
-5.101664194372648176e-01,1.210840769806591277e+00,1.847285279781123002e+00
-6.233523979078674504e-01,1.122702526039507376e+00,1.742348309758027458e+00
-5.994389187312593181e-01,1.136507139152695300e+00,1.778445246303897553e+00
-6.643503992747570308e-01,1.122343775462979254e+00,1.693742670784368354e+00
-6.785413705277817398e-01,1.112038323470590617e+00,1.640153285728253252e+00
-6.438419967044235470e-01,1.125902397292261936e+00,1.715233506682127818e+00
-7.386967711501242206e-01,1.075340137376175731e+00,1.535450229336225769e+00
-7.811417151868246256e-01,1.015373739134105113e+00,1.407549887682243428e+00
-7.195216975457686681e-01,1.097955127957615629e+00,1.596458103675453710e+00
-7.426493146256023525e-01,9.779015663773370504e-01,1.337383568669938239e+00
-7.599597561530795353e-01,1.006217184355690186e+00,1.286923792054505578e+00
-8.601045152578425945e-01,9.216622396376682458e-01,1.345186507932316200e+00
-8.320076285443939179e-01,9.057604693969232290e-01,1.369503692530298355e+00
-8.825213767106190321e-01,8.849407653427023845e-01,1.313665234485747568e+00
-8.832128213731177402e-01,8.783910742672511596e-01,1.319277958692332886e+00
-8.746345053633223232e-01,9.038253605747917918e-01,1.322407181465859782e+00
-8.720535950854391150e-01,8.756212767019434517e-01,1.322080308862191078e+00
-8.693783282524137901e-01,8.750838441964479131e-01,1.324412595659102188e+00
-8.502807065647186580e-01,8.968052634633781883e-01,1.336965743245966509e+00
-8.416112319641021466e-01,8.930352055334497274e-01,1.354213515668961421e+00
-8.737368495144522962e-01,8.854231776589819303e-01,1.329831646539224810e+00
-8.188740625711726784e-01,8.751719305076983701e-01,1.367041403108580022e+00
-8.392040106726947890e-01,8.813896773371351356e-01,1.362849741143076665e+00
-8.137457686102789189e-01,8.731271989208633233e-01,1.380885287781258297e+00
-8.214472734434492551e-01,8.675746828671062616e-01,1.388120759842862650e+00
-8.123636527739777069e-01,8.833028869591015297e-01,1.374896001949702518e+00
-8.171485341094589794e-01,8.879313979737607498e-01,1.415037172181759395e+00
-8.265931809025608423e-01,8.706995528040685217e-01,1.399329678835397495e+00
-8.064134067023294161e-01,8.867963054715143345e-01,1.451651541861330719e+00
-8.236521922141001317e-01,8.510782587826262180e-01,1.430195039796860135e+00
-7.901824767479402878e-01,9.072499645736306073e-01,1.465947251690339570e+00
-8.308578510310845600e-01,8.603024306702966584e-01,1.438368631004916187e+00
-8.345718075110305501e-01,8.590167456900373866e-01,1.429131469683866618e+00
-8.129051084966941731e-01,8.270553170882013472e-01,1.457584247598406213e+00
-8.325861755789931706e-01,8.538694379648601451e-01,1.437815947205359990e+00
-7.055270440304322044e-01,7.246841844754015050e-01,1.509430314085231872e+00
-6.797998267908316183e-01,7.042946118941931788e-01,1.520637376878022584e+00
-7.493621566065963302e-01,7.606366486205532462e-01,1.485263823266864014e+00
-6.225382139542877669e-01,6.662192066906492682e-01,1.529605681629386371e+00
-6.544450616342192273e-01,6.841785038935965790e-01,1.524662588291200382e+00
-5.464612877148590231e-01,6.122512427790611778e-01,1.535474107525210741e+00
-5.152142641489049213e-01,5.907966408381781775e-01,1.536315001860590668e+00
-5.867096312347538367e-01,6.371112192300157906e-01,1.533477516062686119e+00
-5.295272903007037790e-01,6.029644952804511515e-01,1.532249289905337930e+00
-5.397029737530489868e-01,6.094230126473267894e-01,1.531243575652097011e+00
-5.304178450693295410e-01,5.834155817913958542e-01,1.499928184700656697e+00
-5.207078853204495372e-01,5.798426797868762028e-01,1.490450571456357398e+00
-5.321539292512499353e-01,5.912727148077250305e-01,1.517306424773203544e+00
-5.194592282981587150e-01,5.774632714915008957e-01,1.473345034234515349e+00
-5.212035054759973640e-01,5.800894548843926746e-01,1.489523244712216421e+00
-5.251372935264989605e-01,5.759147951287739708e-01,1.460232002960944353e+00
-5.217198866787230438e-01,5.751886514387681837e-01,1.462727589683668450e+00
-5.141453652135089536e-01,5.820915904015895315e-01,1.462054761813608827e+00
-5.304796046096783568e-01,6.075259970234042628e-01,1.457142620748513639e+00
-5.214751975220229818e-01,5.756792353523469963e-01,1.462662031107407223e+00
-5.245581644871982752e-01,5.906627261185718458e-01,1.441860151153406600e+00
-5.258097373248362683e-01,5.962858535846462527e-01,1.448383873336518413e+00
-5.048600844660900977e-01,5.754033053674287856e-01,1.420492412584694719e+00
-4.975192865863447000e-01,5.710059141420767981e-01,1.426752911598421880e+00
-5.123646628228517574e-01,5.835348067346980416e-01,1.446314819175368083e+00
-4.791151647944958958e-01,5.559511297573458410e-01,1.420488833820166663e+00
-4.943898978113479559e-01,5.662555800475534973e-01,1.423695367388801758e+00
-4.815588065167058507e-01,5.465629145961065083e-01,1.401347689826742293e+00
-4.765790540675456377e-01,5.537960174250734502e-01,1.413296403649625610e+00
-5.053757188338204864e-01,5.788127410090037062e-01,1.397300744905995096e+00
-5.182401921588495330e-01,5.775814234629810251e-01,1.390315184971125717e+00
-4.848741508341973816e-01,5.546221421379505800e-01,1.399526522813598239e+00
-5.538515614328596293e-01,6.018258857410139218e-01,1.372350443559384070e+00
-5.391062272151058155e-01,5.893244175547766028e-01,1.381116969275848705e+00
-5.634836889894077050e-01,6.172423688023338517e-01,1.388619833654461733e+00
-5.628624906537468275e-01,6.084864479110821955e-01,1.368874032535652763e+00
-5.722788496160495786e-01,6.359278299698097880e-01,1.407855528154985603e+00
-5.770328600362145677e-01,6.328106014192993456e-01,1.412308923618923018e+00
-5.686208125273821690e-01,6.318942033774695988e-01,1.402760291963156325e+00
-5.801444532255011222e-01,6.482612118309075688e-01,1.422908350293522917e+00
-5.829681394782544324e-01,6.419527472182758876e-01,1.421486115787651938e+00
-5.701904043708532210e-01,6.858625862045252264e-01,1.458889785348830292e+00
-5.663823120900001173e-01,7.024482286529606379e-01,1.495774941441710082e+00
-5.785049454162625171e-01,6.713934612285563652e-01,1.432640309919330779e+00
-5.503471947018802046e-01,7.429152479045886270e-01,1.596461932369834136e+00
-5.598155004168899884e-01,7.240480694928407290e-01,1.547858744665379538e+00
-5.349076342240363102e-01,7.645273680339592648e-01,1.702984712307161308e+00
-5.427433719280968516e-01,7.509827801973155692e-01,1.639975521740343112e+00
-5.929654056275047713e-01,8.043311980912414283e-01,1.704220443329803159e+00
-6.101659974464272995e-01,8.220033690772047263e-01,1.689417533895882118e+00
-5.365408702935624552e-01,7.846512958363248691e-01,1.735669425438277402e+00
-6.302525459858147050e-01,8.391982337292466232e-01,1.651869114144999928e+00
-6.254927193270564123e-01,8.448239570181298452e-01,1.678799242548118853e+00
-6.341999956108672620e-01,8.304556489439472999e-01,1.617641450511712931e+00
-6.378435196598710721e-01,8.341792807561553280e-01,1.596856610724164405e+00
-6.337817488448438397e-01,8.300512315613612913e-01,1.635523501483503006e+00
-6.631690763230526642e-01,8.060302071757466935e-01,1.547360993054029743e+00
-6.411120528285506603e-01,8.203314017368983357e-01,1.565843497780852633e+00
