timestamp,laptop_id,is_a_detected,is_b_detected,displacement_a,displacement_b
2025-11-09 16:02:00,1,True,False,436.06370790172303,0.0
2025-11-09 16:02:00,1,True,False,426.21369839020076,0.0
2025-11-09 16:02:01,1,True,False,437.088173234716,0.0
2025-11-09 16:02:01,1,True,False,444.8479783665455,0.0
2025-11-09 16:02:01,1,True,False,434.94429288136644,0.0
2025-11-09 16:02:01,1,True,True,568.4104341013328,556.3003756221435
2025-11-09 16:02:01,1,True,True,571.5793994349955,557.6372335709283
2025-11-09 16:02:01,1,True,True,571.5793994349955,550.7775679421931
2025-11-09 16:02:01,1,True,True,568.0347798774051,556.4907915482377
2025-11-09 16:02:01,1,True,True,578.1177053403625,550.3692977636099
2025-11-09 16:02:01,1,True,True,573.8240268139351,555.6561192506946
2025-11-09 16:02:01,1,True,True,579.2378532551639,555.6561192506946
2025-11-09 16:02:01,1,True,True,563.6756235081441,556.4626947285186
2025-11-09 16:02:01,1,True,True,569.6960895543257,562.4500809484929
2025-11-09 16:02:01,1,True,True,570.7037916013987,562.4500809484929
2025-11-09 16:02:01,1,True,True,553.5618187056708,550.8742259764007
2025-11-09 16:02:02,1,True,True,564.6505704353049,549.1021556280637
2025-11-09 16:02:02,1,True,True,568.6666395240596,544.343270565894
2025-11-09 16:02:02,1,True,True,565.9353474331501,546.634795206443
2025-11-09 16:02:02,1,True,True,565.9353474331501,554.0276640429896
2025-11-09 16:02:02,1,True,True,566.4752372070311,548.3345776016258
2025-11-09 16:02:02,1,True,True,566.4752372070311,549.2048649956635
2025-11-09 16:02:02,1,True,True,575.6965508974286,548.7713400169272
2025-11-09 16:02:02,1,True,True,571.9624626586206,551.3955448083284
2025-11-09 16:02:02,1,True,True,565.951575191984,555.378018546923
2025-11-09 16:02:03,1,True,True,573.7043725918177,551.4541662092353
2025-11-09 16:02:03,1,True,True,568.5235797013561,551.4541662092353
2025-11-09 16:02:03,1,True,True,570.512855691554,551.4541662092353
2025-11-09 16:02:03,1,True,True,568.4962771610946,553.8697106175167
2025-11-09 16:02:03,1,True,True,568.4962771610946,555.0658652773636
2025-11-09 16:02:03,1,True,True,568.43455172781,551.4541662092353
2025-11-09 16:02:03,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:03,1,True,True,568.4962771610946,555.378018546923
2025-11-09 16:02:03,1,True,True,571.990347048556,551.4541662092353
2025-11-09 16:02:04,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:04,1,True,True,568.5235797013561,551.4541662092353
2025-11-09 16:02:04,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:04,1,True,True,568.4962771610946,555.378018546923
2025-11-09 16:02:04,1,True,True,568.5235797013561,551.4541662092353
2025-11-09 16:02:04,1,True,True,567.0201660770231,549.9457783245681
2025-11-09 16:02:04,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:05,1,True,True,568.161902590287,551.4541662092353
2025-11-09 16:02:05,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:05,1,True,True,568.2907833009295,551.3955448083284
2025-11-09 16:02:05,1,True,True,568.4962771610946,549.3625112250995
2025-11-09 16:02:05,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:05,1,True,True,568.43455172781,549.3625112250995
2025-11-09 16:02:05,1,True,True,568.4962771610946,549.3625112250995
2025-11-09 16:02:06,1,True,True,568.4962771610946,551.396085621193
2025-11-09 16:02:06,1,True,True,568.4962771610946,554.2934340377059
2025-11-09 16:02:06,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:06,1,True,True,568.4962771610946,555.378018546923
2025-11-09 16:02:06,1,True,True,568.5235797013561,551.8624902120649
2025-11-09 16:02:06,1,True,True,568.5235797013561,549.9457783245681
2025-11-09 16:02:06,1,True,True,568.4962771610946,551.4541662092353
2025-11-09 16:02:06,1,True,True,567.0201660770231,551.4541662092353
2025-11-09 16:02:06,1,True,True,567.0201660770231,549.9457783245681
2025-11-09 16:02:06,1,True,True,568.43455172781,551.396085621193
2025-11-09 16:02:07,1,True,True,570.7238423384545,554.1370977293258
2025-11-09 16:02:07,1,True,True,571.9624626586206,555.378018546923
2025-11-09 16:02:07,1,True,True,568.122392772341,551.0925935214152
2025-11-09 16:02:07,1,True,True,8.691245566556782,4.576395015355864
2025-11-09 16:02:07,1,True,True,4.576395015355864,5.553191631777481
2025-11-09 16:02:07,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:07,1,True,True,3.21953756503687,3.21953756503687
2025-11-09 16:02:07,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:08,1,True,True,0.8822516432321721,1.7395591330481774
2025-11-09 16:02:08,1,True,True,0.387982265093672,0.8822516432321721
2025-11-09 16:02:08,1,True,True,4.576395015355864,4.576395015355864
2025-11-09 16:02:08,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:08,1,True,True,2.7925474927856495,2.9837140312166075
2025-11-09 16:02:08,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:08,1,True,True,0.8822516432321721,0.8822516432321721
2025-11-09 16:02:09,1,True,True,0.387982265093672,0.6097604070664591
2025-11-09 16:02:09,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:09,1,True,True,0.387982265093672,2.9837140312166075
2025-11-09 16:02:10,1,True,True,2.7925474927856495,0.387982265093672
2025-11-09 16:02:10,1,True,True,0.387982265093672,0.387982265093672
2025-11-09 16:02:10,1,True,True,0.8822516432321721,2.9837140312166075
2025-11-09 16:02:10,1,True,True,1.1387228610137172,1.9144652278618148
2025-11-09 16:02:10,1,True,True,4.6813447964257575,0.8822516432321721
2025-11-09 16:02:10,1,True,True,0.8822516432321721,0.387982265093672
2025-11-09 16:02:10,1,True,True,0.8822516432321721,1.149510374417268
