timestamp,laptop_id,is_a_detected,is_b_detected,displacement_a,displacement_b
2025-11-10 06:42:41,1,True,True,0.0,0.0
2025-11-10 06:42:44,1,True,False,-183.48162969475953,-470.10576042615025
2025-11-10 06:42:46,1,True,True,-173.2476063424475,-460.4782537782605
2025-11-10 06:42:47,1,True,True,0.0,4.4398894481529965
2025-11-10 06:42:48,1,True,False,0.0,1.8716957323852625
2025-11-10 06:42:48,1,True,False,1.3361195406050683,3.207815272990331
2025-11-10 06:42:48,1,True,True,0.0,0.0
2025-11-10 06:42:48,1,True,True,1.3361195406050683,4.3390161395382165
2025-11-10 06:42:48,1,True,False,0.0,2.7359680443198613
2025-11-10 06:42:49,1,True,True,1.438590926713033,3.8228591839248907
2025-11-10 06:42:49,1,True,False,1.3361195406050683,1.3361195406050683
2025-11-10 06:42:49,1,True,True,0.0,3.002896598933148
2025-11-10 06:42:49,1,True,True,0.0,0.0
2025-11-10 06:42:49,1,True,True,0.0,0.0
2025-11-10 06:42:49,1,True,True,0.0,1.6601887474708121
2025-11-10 06:42:49,1,True,True,0.0,0.0
2025-11-10 06:42:50,1,True,False,0.0,0.0
2025-11-10 06:42:50,1,True,True,1.3361195406050683,4.3390161395382165
2025-11-10 06:42:50,1,True,False,0.0,0.0
2025-11-10 06:42:50,1,True,False,1.3361195406050683,1.3361195406050683
2025-11-10 06:42:50,1,True,False,1.3361195406050683,4.4398894481529965
2025-11-10 06:42:50,1,True,True,1.3361195406050683,4.4398894481529965
2025-11-10 06:42:50,1,True,False,-0.07482176413671482,0.0
2025-11-10 06:42:51,1,True,True,1.3361195406050683,5.158978724529959
2025-11-10 06:42:51,1,True,True,1.438590926713033,0.0
2025-11-10 06:42:51,1,True,True,1.3361195406050683,1.6601887474708121
2025-11-10 06:42:52,1,True,True,0.0,1.3361195406050683
2025-11-10 06:42:52,1,True,False,1.3361195406050683,1.3361195406050683
2025-11-10 06:42:52,1,True,True,1.3361195406050683,0.0
2025-11-10 06:42:52,1,True,True,0.0,3.002896598933148
2025-11-10 06:42:52,1,True,False,0.0,0.0
2025-11-10 06:42:52,1,True,True,0.0,0.0
2025-11-10 06:42:52,1,True,True,1.3361195406050683,0.0
2025-11-10 06:42:53,1,True,True,0.0,3.002896598933148
2025-11-10 06:42:53,1,True,True,0.0,0.0
2025-11-10 06:42:53,1,True,True,-0.003176251498388183,0.0
2025-11-10 06:42:53,1,True,True,-0.15759763114604652,0.0
2025-11-10 06:42:53,1,True,True,-0.003176251498388183,1.6601887474708121
2025-11-10 06:42:53,1,True,True,-0.07482176413671482,1.6601887474708121
2025-11-10 06:42:54,1,True,False,-0.24032842760142614,3.103769907547928
2025-11-10 06:42:54,1,True,True,-0.24032842760142614,-4.459155817510521
2025-11-10 06:42:55,1,True,True,10.1447300295265,11.168202160351711
2025-11-10 06:42:55,1,True,True,10.1447300295265,-2.2373021178530053
2025-11-10 06:42:56,1,True,True,9.268510754417491,13.49932168346777
2025-11-10 06:42:56,1,True,False,-16.038341158782956,14.367860373348663
2025-11-10 06:42:57,1,True,True,9.046151198876217,11.293470910312777
2025-11-10 06:42:57,1,True,True,-17.096271040241042,-5.517123172383549
2025-11-10 06:42:57,1,True,True,5.664757164051949,5.374978237234359
2025-11-10 06:42:57,1,True,True,5.664757164051949,-3.2276214789757773
2025-11-10 06:42:58,1,True,True,-22.852459063185954,-3.6443015093608437
2025-11-10 06:42:58,1,True,True,-1.0624343335632034,-5.487719830180168
2025-11-10 06:42:58,1,True,True,-24.971475149237023,-4.434677948185026
2025-11-10 06:42:59,1,True,True,-22.7351172335131,-4.662863911140761
2025-11-10 06:43:00,1,True,True,7.455956028115409,12.342757866021344
2025-11-10 06:43:00,1,True,True,7.455956028115409,-8.590185903088638
2025-11-10 06:43:00,1,True,True,-21.052012958294384,7.091241207878227
2025-11-10 06:43:01,1,True,True,-21.127576204215032,-11.576603480331926
2025-11-10 06:43:01,1,True,True,5.4080034506741015,6.344652080415159
2025-11-10 06:43:01,1,True,True,5.4080034506741015,-7.954228625011552
2025-11-10 06:43:02,1,True,True,8.061935934191283,6.640920983715006
2025-11-10 06:43:03,1,True,False,-15.451091623575785,-14.318015281522577
2025-11-10 06:43:05,1,True,True,-16.669695004311713,-9.52646084434852
2025-11-10 06:43:05,1,True,False,-0.3228132433775954,2.470824788772916
2025-11-10 06:43:05,1,True,False,-0.3228132433775954,2.8580052774591707
2025-11-10 06:43:07,1,True,False,-21.731742347601525,33.96078150178354
2025-11-10 06:43:09,1,True,False,16.91398843989012,23.722867752733606
2025-11-10 06:43:10,1,True,True,-19.40923180149983,24.636071523955053
2025-11-10 06:43:12,1,True,False,-18.844220935799044,22.827857316952247
2025-11-10 06:43:13,1,True,False,13.643524252636027,21.078921450007016
2025-11-10 06:43:14,1,True,False,9.94020891205274,18.452617377059198
2025-11-10 06:43:16,1,True,False,13.445750616542256,19.630516212385317
2025-11-10 06:43:17,1,True,True,-27.269772127258314,21.119901240726477
2025-11-10 06:43:18,1,True,False,8.774032873147021,20.266040598937565
2025-11-10 06:43:20,1,True,False,13.130374852186904,22.081949208901307
2025-11-10 06:43:21,1,True,False,13.638381344776903,22.46649507710447
2025-11-10 06:43:23,1,True,False,13.701515027974864,20.025879300939636
2025-11-10 06:43:24,1,True,True,-24.901965219982948,21.398391936204007
2025-11-10 06:43:26,1,True,False,-12.021642479600388,26.04511009435302
2025-11-10 06:43:27,1,True,False,-5.380591098180659,29.208607369599832
2025-11-10 06:43:29,1,True,True,28.062397899638313,34.465320044847715
2025-11-10 06:43:30,1,True,True,-17.090592420392326,33.34098282524013
2025-11-10 06:43:32,1,True,True,-13.165582666425124,36.037840875171554
2025-11-10 06:43:33,1,True,True,-7.083485490074068,37.873801177838885
2025-11-10 06:43:34,1,True,True,-7.0309120742097235,36.47909404457084
2025-11-10 06:43:36,1,True,True,-13.795697944293494,35.6887088194475
2025-11-10 06:43:37,1,True,True,-8.076926339784507,29.644810849472123
2025-11-10 06:43:39,1,True,True,29.274477938128385,25.40417332683751
2025-11-10 06:43:40,1,True,True,20.238784384001434,23.597389473220773
2025-11-10 06:46:17,2,True,True,0.0,0.0
