3.108655060017641025e-01,1.008499282485269544e-01,6.562945344651154311e-01
3.330363076759901286e-01,1.071423943512953281e-01,6.411586884770895667e-01
3.808756221874819436e-01,1.362913613365534793e-01,6.154936386742728693e-01
2.034315478069465555e-01,1.031228474985538268e-01,6.809584549642927476e-01
1.568513104416805470e-01,9.867208919663576772e-02,6.896772622281645004e-01
2.589332139460235882e-01,9.719891184431724007e-02,6.676348882133268381e-01
4.649171276929777580e-02,1.163135304653573621e-01,7.099058235189406041e-01
1.044551054845288957e-01,1.066699463546314092e-01,6.985348483766007366e-01
-4.287967332618146388e-02,1.492486213673736850e-01,7.260340236663692659e-01
-1.000651601472543617e-01,1.615792347574918630e-01,7.334925558722553696e-01
-8.222293145180696334e-04,1.364375402971012563e-01,7.186438908889044574e-01
-2.318272861903209470e-01,1.997271370747133179e-01,7.405914900373050669e-01
-2.773667600784542331e-01,2.189768408436484348e-01,7.181272383738629417e-01
-1.657530030895767170e-01,1.857479798416764027e-01,7.377225939935713184e-01
-1.288021100338453684e-01,1.209050548765392974e-01,7.574349135207704142e-01
-1.852413366488878110e-01,1.976554808684562736e-01,7.131272358274535206e-01
-2.046148042214766816e-01,1.482609604074210385e-01,7.763122856611966993e-01
-2.055055252746704197e-01,1.088928677016984953e-01,7.846272735573224244e-01
-1.931209592152606791e-01,1.533158806891975479e-01,7.650221712408903363e-01
-1.546458339766094148e-01,1.447070190684408564e-01,7.575280078233035397e-01
-2.115687758987569722e-01,1.573146086828332013e-01,7.682451025320321536e-01
-8.005896426629702245e-02,1.350232893611514329e-01,7.499636261899057521e-01
-1.063657071537100623e-01,1.310850221323957010e-01,7.516401415768650951e-01
2.182090768640790324e-02,1.173134401651814568e-01,7.580126934205547728e-01
5.372649013337842117e-02,1.112047908438374560e-01,7.609711626086286262e-01
-3.447933458004420748e-02,1.319055332502459821e-01,7.525368088588286763e-01
1.342442472126455233e-01,8.475965185543640756e-02,7.602808317370860491e-01
8.916952139113532017e-02,1.027824026665844770e-01,7.615320656897810458e-01
1.923575188388942092e-01,7.711862449423693977e-02,7.583144804095288682e-01
2.115440701570654725e-01,8.222390751410292575e-02,7.523032888487494185e-01
1.734043375838902890e-01,8.030591626994340593e-02,7.585846093704908810e-01
3.009952732322176416e-01,9.638634051832735417e-02,7.324208596087947720e-01
2.451654704521005479e-01,9.074556630750280073e-02,7.447581427923631869e-01
3.723045894030818093e-01,9.258503331241056677e-02,7.110253526042639161e-01
3.683028738771984001e-01,8.367809324110513092e-02,7.171113520306116040e-01
3.607426429388922440e-01,9.057664950573464380e-02,7.157854487878899663e-01
4.161812956305262490e-01,1.019767138786132205e-01,7.018875129864083906e-01
3.917833979813276080e-01,9.984789278930471246e-02,7.113886586908311216e-01
4.221769999598280476e-01,8.622819493648399558e-02,6.964810671793818520e-01
4.221188789343918724e-01,1.035045168009569028e-01,6.998768662991404765e-01
4.285776110876394207e-01,-2.201818943688185412e-02,6.872860023864919565e-01
